47,454,60,367,99,373,86,460,0.8250579525242676
9,313,50,312,54,458,13,459,0.8146653493696657
126,184,201,183,202,243,128,244,0.9227859127106564
242,202,242,196,248,196,248,202,0.13633846061734053
168,170,198,168,199,177,169,179,0.3467932221399752
29,152,29,143,60,143,60,152,0.6765869622157671
54,135,73,135,73,143,54,143,0.7229484507013438
29,135,53,134,54,143,29,144,0.7129139686396418
28,115,48,115,48,124,28,124,0.6873062291022005
49,122,49,115,76,115,76,122,0.5325805282206845
27,107,54,106,54,115,28,116,0.6863536427437794
38,95,38,90,47,90,47,95,0.1978255053443357
28,89,28,80,40,80,40,89,0.6628455879596564
55,86,55,81,68,81,68,86,0.2314909486019093
40,88,40,80,53,80,53,88,0.6200904770452967
166,93,167,76,243,79,243,96,0.8821290058744419
4,35,41,33,41,40,4,41,0.5891932018336143
43,33,67,32,68,38,43,39,0.5384483968233129
4,31,4,25,30,25,30,31,0.46772932093898734
2,16,52,15,52,22,3,22,0.5835480863328164
