129,727,129,717,174,717,174,727,0.7471824692592758
121,693,124,632,188,635,184,696,0.8930669360170266
41,500,269,497,270,555,42,558,0.9499712416044581
28,442,285,441,285,480,28,482,0.9634841071658906
60,367,106,366,106,384,60,385,0.7328990268905052
43,356,119,354,119,364,44,367,0.6495968420128513
215,366,216,352,279,358,278,371,0.8645036683808005
132,363,132,351,195,352,195,364,0.876134723821688
192,366,196,347,218,351,214,370,0.7058857368352645
63,337,101,337,102,353,63,354,0.7550788075362409
64,323,100,321,101,336,65,338,0.7848895609960892
164,194,198,194,198,211,164,211,0.7059643020793666
51,166,51,147,99,147,99,166,0.8385065424909448
102,146,135,143,137,162,103,165,0.8221491806839286
57,94,142,93,143,141,58,142,0.9225270012482483
58,93,59,78,115,80,114,94,0.7846947587817157
106,56,106,40,150,40,150,56,0.6833385782931288
61,55,61,39,108,40,107,56,0.7974859632320976
154,39,154,25,217,25,217,39,0.7495611064551005
106,41,106,23,157,23,157,41,0.7160335591331841
59,39,60,21,107,22,106,40,0.7646287652215067
238,2,286,2,286,20,238,21,0.7303189617467916
