80,158,80,145,100,145,100,158,0.6356108558227268
46,145,66,145,66,158,46,158,0.8057391857654409
65,158,65,145,80,145,80,158,0.7859822721812583
9,98,27,97,27,105,9,105,0.7736762417424581
51,99,101,98,101,102,51,102,0.8785312133677363
9,96,9,89,31,89,31,96,0.8219459569258599
45,94,45,89,108,89,108,94,0.8386923649281212
9,82,10,68,75,68,75,83,0.9266546389567113
78,83,78,63,129,64,129,84,0.908079596595651
9,61,9,55,67,55,67,61,0.8913471708606493
113,41,137,40,137,48,113,48,0.8840245729901612
138,46,139,39,160,40,160,46,0.8533839140714202
8,34,46,33,46,42,8,42,0.924361476025123
20,32,20,22,44,22,44,32,0.8771535187886467
7,4,28,3,28,13,7,14,0.7933190624558493
46,13,46,3,65,3,65,13,0.8287864692779955
27,4,44,3,44,14,27,14,0.8347621803622479
67,13,67,3,80,3,80,13,0.7970790579528931
