13,192,98,184,100,201,15,209,0.9257071138694831
41,139,134,137,135,169,42,171,0.9564858927830371
139,136,219,128,224,173,143,181,0.9433213700273386
86,120,123,120,123,132,87,133,0.8417859892500242
125,122,158,120,159,131,125,132,0.8557518058570853
159,132,159,119,183,119,183,132,0.8040724602766597
39,56,232,52,233,110,40,114,0.9660134139925859
35,39,35,22,79,22,79,39,0.9072886327542808
182,19,224,17,224,39,182,41,0.9157283745903163
147,39,148,17,181,19,180,40,0.8638169282471988
81,6,147,4,148,37,81,39,0.9370964824467394
170,5,222,5,222,16,170,16,0.8264454219673523
148,4,169,4,170,18,149,19,0.8305128934833461
50,21,50,2,81,3,80,21,0.8651388335392493
