86,209,86,201,148,202,148,211,0.8835829551626412
42,211,42,199,83,199,83,211,0.7882452477795249
2,212,2,198,43,198,43,213,0.7310069135458863
11,142,11,126,125,127,125,143,0.8201345517425092
100,109,140,108,140,118,100,119,0.8819761688645883
144,108,203,107,204,116,144,117,0.8653126580742189
6,114,6,106,94,110,94,118,0.8549561001701679
100,101,100,83,187,83,187,101,0.899184407036823
6,100,6,81,84,81,84,101,0.9591517418081584
7,74,7,66,62,67,62,75,0.9195580789396032
30,49,30,36,75,37,75,50,0.854879899948797
76,50,77,34,107,36,107,52,0.8609355688157079
183,37,226,32,228,49,186,54,0.9264667157649974
162,33,163,31,166,33,165,35,0.12310958215418984
174,26,199,24,199,31,174,34,0.7805096756000169
197,24,215,22,216,29,198,31,0.7356592287952212
109,21,128,18,130,32,111,36,0.8352677743991508
128,19,152,16,154,29,130,32,0.8172919625933377
153,16,166,15,166,27,153,28,0.7731626869528769
164,15,186,12,188,23,166,27,0.7672782821488879
62,5,102,4,102,26,62,27,0.9264330983749117
