17,227,34,226,35,242,18,242,0.8864446517108892
42,127,72,127,72,135,42,136,0.8322017847248802
74,127,112,127,112,135,74,135,0.8668057164595527
49,125,49,117,68,117,68,125,0.8720603577249807
69,124,69,117,101,117,101,124,0.8705256333968036
25,117,47,116,48,125,26,126,0.8662862916263101
103,124,103,116,131,116,131,124,0.8366408912198884
15,94,65,93,66,108,15,109,0.9604562036766351
17,85,17,73,115,73,115,86,0.9774826138925955
15,43,15,32,112,33,112,43,0.935306023201562
12,26,12,13,65,13,65,26,0.9613277273380403
