37,176,37,171,56,171,56,176,0.26791720728884416
12,174,13,170,20,171,19,175,0.13155835627445153
72,118,72,113,102,114,102,119,0.8104056074090589
49,113,66,112,67,117,49,118,0.7430918343566559
8,117,8,112,46,113,46,117,0.8712704780031436
8,106,83,106,83,110,8,110,0.8152224126160386
96,96,96,82,115,82,115,96,0.8235853487073332
8,91,8,77,74,80,74,94,0.906632861350886
9,76,9,59,90,60,90,77,0.9125657644647838
47,48,99,47,99,52,47,53,0.7846816230866914
102,47,139,47,139,52,102,52,0.8525054840604522
10,52,10,46,44,47,44,53,0.8647166091159335
10,27,10,19,61,20,61,29,0.8619005136098129
25,17,25,5,60,5,60,17,0.8880384814053197
