46,159,70,156,73,172,48,175,0.8822400691146229
115,148,136,147,137,162,116,163,0.8319164488489765
147,159,147,145,162,145,162,159,0.8692004181413535
48,148,72,144,73,151,49,155,0.7659549490704071
75,145,133,138,134,143,76,150,0.8758878560482509
135,137,168,132,169,139,136,145,0.7598760560725367
64,115,154,102,156,112,66,125,0.8705083423937208
174,104,197,99,200,109,177,114,0.7809633415524069
163,95,193,89,195,100,165,105,0.7858510029541487
37,77,179,42,187,74,45,109,0.9652578469114329
31,15,83,12,83,20,32,23,0.8806910347962047
166,14,202,11,203,17,166,20,0.750192015201952
84,9,128,5,129,17,85,20,0.8913358552457848
161,6,203,3,204,10,162,13,0.7153651202180188
