114,504,184,504,184,519,114,519,0.833540455460718
66,519,66,502,112,502,112,519,0.8666169367738159
306,495,306,479,350,480,350,496,0.8119922678306294
272,479,306,478,306,495,272,496,0.7966204635693249
33,466,104,465,104,488,33,489,0.9320756919515636
107,462,165,461,166,489,107,490,0.8829538302889752
275,477,276,464,352,468,351,480,0.8199552492422854
31,440,102,436,103,459,32,463,0.8557573727684027
32,412,99,408,101,431,34,435,0.8501006577411405
105,428,105,407,205,407,205,428,0.8845513796473191
35,384,146,377,147,398,36,405,0.8309347703917728
33,353,78,350,80,380,35,383,0.8200737581533832
29,291,173,281,175,320,32,330,0.9398106932300572
39,245,133,240,135,280,41,285,0.904378408658831
