183,253,185,240,197,243,195,256,0.2334781566467903
160,240,166,239,167,253,161,253,0.24210181740759792
166,237,184,236,185,254,167,255,0.49076106734881714
29,239,29,224,70,224,70,239,0.8132151886122437
224,118,258,116,259,136,225,137,0.8992864668183433
217,100,266,98,267,114,217,116,0.8269140661136839
80,82,116,79,117,99,82,102,0.8657872131466469
118,81,160,80,160,97,118,98,0.8887322888233115
160,98,161,79,188,80,187,99,0.845812819837375
194,78,197,56,250,64,246,86,0.9173259750995519
30,67,108,53,111,75,34,88,0.9377630523067763
131,74,133,48,194,52,193,78,0.8832077129879463
9,9,136,4,138,53,11,59,0.9375171705985648
145,50,147,1,257,4,256,53,0.9561832353418445
