109,319,109,317,110,317,110,319,0.10603501854671371
102,315,102,313,104,313,104,315,0.11323993916020673
119,314,119,312,120,312,120,314,0.11306969200571378
113,314,113,312,120,312,120,314,0.11199980792072084
112,314,112,312,114,312,114,314,0.11372131317853929
114,311,118,311,118,313,114,313,0.10261942818760872
124,313,124,310,126,310,126,313,0.1084906242787838
115,312,115,310,119,310,119,312,0.10371662676334381
125,314,125,310,127,310,127,314,0.11558745383170613
123,310,125,310,125,312,123,312,0.10466823584976649
122,310,123,310,123,312,122,312,0.10514876033578599
120,312,120,310,122,310,122,312,0.108265320956707
78,315,78,309,87,309,87,315,0.12728255110240616
91,302,150,298,152,328,93,332,0.1883117037226579
95,252,96,239,144,242,143,255,0.7181825908415906
72,212,73,198,159,199,159,213,0.9071119155627045
72,163,157,163,157,190,72,191,0.944527947667804
61,108,61,96,128,96,128,108,0.9553439138670288
