79,605,136,602,137,618,80,621,0.7504241220295026
42,599,42,588,78,588,78,599,0.821945695581395
76,586,127,583,128,597,77,600,0.7171038511369999
62,579,62,564,88,564,88,579,0.7764241431156794
33,578,33,563,63,564,63,579,0.7619304470430017
90,564,134,561,135,574,90,577,0.7830965328541645
45,550,121,547,121,559,46,562,0.7417196292405293
41,528,126,526,127,541,42,543,0.7570137096801154
55,514,111,513,111,525,56,526,0.734872303280437
16,439,17,419,73,420,73,440,0.8895737066685436
84,421,156,415,158,434,85,439,0.8590934878645884
19,357,155,353,157,408,21,412,0.9635620007669184
41,353,45,324,128,332,125,362,0.8627337068637023
40,285,117,284,117,305,41,306,0.9141523021730668
