153,236,179,235,180,247,153,248,0.8446816238584918
-6,255,-6,225,19,225,19,255,0.8608953992009298
154,227,179,226,179,232,155,233,0.5111059822524205
110,125,174,117,175,123,110,130,0.943640010622488
111,114,144,111,145,117,112,119,0.809118057016714
89,85,159,77,161,97,91,105,0.9380935674520055
1,61,49,60,49,81,2,82,0.9283279480305003
69,52,166,44,168,75,72,83,0.9265937316424994
2,22,2,11,65,11,65,22,0.867648235952512
36,10,36,0,47,0,47,10,0.5780395730425933
21,9,21,0,39,0,39,9,0.793537891729508
