120,132,153,131,153,136,120,138,0.596078977290035
202,139,202,126,246,126,246,139,0.8544302672493854
60,130,60,124,105,124,105,130,0.6674356477771974
109,124,151,123,151,128,109,130,0.7908060439622926
125,93,125,78,202,80,202,94,0.9651588763463055
86,78,120,77,121,97,86,98,0.9303250337008296
124,70,129,70,129,72,124,72,0.11969001682327807
152,68,180,68,181,74,152,74,0.28940999672320444
126,73,126,69,147,69,147,73,0.2620557922060512
222,66,223,53,237,54,236,67,0.7671102262283858
95,21,197,21,197,39,95,40,0.9475658640384889
