8,168,8,160,44,161,43,169,0.8331647533714102
46,160,72,160,72,168,46,169,0.8493799433844774
75,160,109,159,109,168,75,168,0.7362344427357084
110,160,133,159,134,168,111,168,0.7847248360432355
9,153,9,138,194,139,194,154,0.9273442990563663
78,91,109,91,109,98,78,99,0.7632935832986554
15,98,15,91,74,91,74,98,0.8825642981988987
111,90,132,90,132,98,111,98,0.7837534668139132
15,67,188,66,188,84,15,84,0.90889074475015
122,49,151,49,151,55,122,55,0.8429460391478185
79,51,119,49,120,53,79,54,0.9090556919656776
162,48,194,48,194,55,162,56,0.7346525786833868
-1,38,11,37,11,41,-1,42,0.2512121811917383
143,28,199,27,200,34,143,35,0.9300974919753515
-1,20,7,20,7,25,-1,25,0.2736397007313686
159,8,204,7,204,13,159,13,0.7363940515397919
-3,6,37,5,37,15,-3,16,0.7476241685133626
38,7,69,6,70,15,38,15,0.8987309372370627
111,8,111,1,157,1,157,8,0.7836150411855091
159,6,159,1,204,1,204,6,0.6762873368278663
