289,672,319,671,320,694,290,695,0.7887148758760881
318,672,364,667,366,686,319,691,0.8287008020466012
171,653,226,651,226,666,172,669,0.8157742044200235
36,632,36,619,93,621,92,635,0.7851847501981171
108,621,108,606,141,606,141,621,0.7896094008004068
143,608,216,605,217,618,143,620,0.7687371389564354
38,617,39,605,104,606,104,618,0.798181403041351
47,592,47,580,136,580,136,592,0.8512155850010971
35,573,35,559,102,560,101,574,0.7879439535339264
103,575,103,558,133,558,133,575,0.8244962256957139
135,558,182,557,182,574,135,575,0.8402253960899669
184,556,230,556,230,573,185,574,0.823441990171667
273,545,369,542,370,591,275,593,0.9375803574954049
37,510,229,509,229,533,37,534,0.9011804039388761
37,498,37,475,171,476,171,500,0.9050326078939386
91,313,151,312,153,439,93,440,0.8864245424712097
57,243,200,242,200,296,58,297,0.9386315546814713
