285,493,319,492,319,511,286,511,0.7836900223780722
313,492,364,487,366,506,314,510,0.7131889869957123
169,491,169,479,223,479,223,491,0.8005897759706014
142,455,142,447,212,447,212,455,0.7379701524906982
34,454,36,443,92,453,90,464,0.715253584976237
106,453,107,442,140,445,139,456,0.7745128501893991
37,442,38,434,104,443,103,451,0.7539786188458015
47,427,48,417,137,427,136,437,0.7321205668534353
180,411,226,410,227,424,180,424,0.8319541219085373
134,424,134,409,181,411,181,425,0.8108918659467653
101,421,102,409,131,410,131,423,0.7105261329306315
35,414,36,404,101,409,101,419,0.7800864740636368
268,406,385,394,389,428,272,440,0.8412506166355777
157,400,157,387,188,387,188,400,0.7824524211008912
89,397,90,385,146,387,145,399,0.7508389540548202
31,390,32,379,88,387,86,399,0.7462509502397705
103,373,103,358,218,358,218,373,0.8357650601385294
29,368,31,345,96,352,94,375,0.9295274506316403
89,327,93,229,149,231,145,329,0.8909315623208546
60,216,60,183,194,185,194,218,0.8784909008392972
