38,90,56,90,56,95,38,96,0.7306697184621703
7,95,8,89,36,90,36,96,0.523431085705796
27,79,59,78,59,85,27,86,0.7721163656765151
6,86,6,78,26,78,26,86,0.771009470526984
61,79,84,79,84,85,61,85,0.824540486726018
87,79,117,79,117,84,87,84,0.8249120332333526
44,75,44,67,72,68,72,75,0.8499477311520935
8,74,8,66,41,67,41,74,0.8726355074542469
8,49,182,48,182,61,8,61,0.8562707112229803
5,33,47,32,47,41,5,43,0.8281490143632098
50,34,111,33,111,41,50,42,0.8994622234507061
230,25,230,20,253,20,253,26,0.5852953513672233
56,9,103,8,103,19,56,20,0.8790021493788946
24,9,55,8,55,19,24,20,0.9356290068054424
