10,164,65,162,66,176,11,178,0.9140550450602792
-3,180,-3,162,11,162,11,180,0.6486797790204347
0,134,0,131,1,131,1,134,0.13120963796973228
75,136,75,128,109,128,109,136,0.8156608244976903
1,129,9,127,11,135,4,137,0.2372818430511146
10,126,45,125,45,137,10,138,0.7227253301470021
46,135,46,125,74,126,74,136,0.7531419379778185
39,124,39,112,73,112,73,124,0.833381069830984
-1,121,-1,111,34,111,34,121,0.7719460974889659
-2,80,189,78,190,100,-1,102,0.8309778654564721
34,63,106,62,106,75,34,76,0.8688055758156811
-4,61,31,60,32,76,-4,77,0.8126827758485216
58,17,129,16,129,38,59,38,0.939718806940585
7,39,7,14,56,14,56,39,0.9067758113547406
