31,587,31,578,66,580,65,589,0.6839028878650009
78,576,103,554,115,569,91,591,0.7682063459977102
176,561,191,552,213,590,198,598,0.7506369925050933
165,563,170,543,187,548,182,568,0.7190539018015996
104,546,168,541,170,559,105,564,0.8273866477911462
110,454,171,448,176,498,115,505,0.9228872241372155
145,379,145,365,186,366,186,380,0.7593864210469276
97,373,98,364,143,366,143,376,0.8109780538083936
117,361,117,352,172,352,172,362,0.8397169482802935
96,361,96,350,116,351,115,362,0.7238184732050095
123,350,123,339,163,339,162,351,0.7214669331659727
92,348,93,336,123,338,122,350,0.7275496389028832
29,305,140,303,140,332,30,334,0.906666501396664
146,329,149,298,254,309,250,341,0.8969438318602415
20,295,20,237,253,237,253,295,0.9398317135917272
50,216,50,201,90,203,90,218,0.779046060867301
176,203,180,188,235,200,232,216,0.768680339306425
53,200,53,187,86,187,86,201,0.808867372288925
159,205,161,185,179,186,177,206,0.737348914076399
105,186,161,186,161,202,105,202,0.8258180920284109
47,185,48,171,89,174,88,188,0.821913329232304
39,25,213,24,213,57,40,59,0.9553435387763571
