125,296,125,289,186,290,186,297,0.48400523274978097
81,289,116,288,116,295,81,296,0.3555614911467195
2,173,2,167,12,167,12,173,0.26238388720609956
10,176,10,163,27,163,27,176,0.782563414661526
159,162,182,161,182,167,159,168,0.16768380928354995
112,168,113,160,161,160,160,169,0.8494074002321794
0,151,1,139,57,142,57,154,0.8741583876605881
112,139,112,131,169,133,169,141,0.8685672540516545
104,86,104,78,138,79,138,88,0.7269428155629867
119,61,120,43,191,46,190,65,0.8719744217363548
7,55,7,40,108,42,107,58,0.9165586122949825
79,36,80,31,96,32,95,37,0.22101787477731705
7,33,7,29,76,31,76,36,0.8745792361509878
84,14,85,3,124,8,123,19,0.23242242244691066
