86,325,116,324,117,349,87,350,0.9424203443125944
47,302,47,295,157,297,157,304,0.685625971280485
90,287,91,257,169,261,168,291,0.9366561966329001
42,249,43,227,145,230,144,252,0.9300445333345829
64,215,98,212,99,220,65,223,0.7620077943383698
122,220,124,211,142,215,140,223,0.7759075392527661
99,220,99,211,123,211,123,220,0.7468603799608089
67,163,131,146,135,160,70,177,0.9196514713465203
163,34,163,25,181,26,181,35,0.7607042935615496
140,34,140,25,163,25,163,34,0.7783752804014714
35,32,35,25,68,26,68,33,0.8149270288633741
162,25,162,17,185,17,185,25,0.7233595156077162
139,24,139,17,163,17,163,25,0.7398903109557079
34,23,36,14,55,16,53,26,0.6511494496817443
-3,33,-3,3,35,4,35,34,0.8689838523723821
34,15,34,6,59,6,59,15,0.7735462900488934
