14,979,27,979,27,986,14,986,0.1622069833033225
687,972,687,963,708,963,708,972,0.15198669390332314
343,967,347,939,454,954,450,982,0.7987902207831291
138,943,143,914,342,946,337,975,0.7775616382222238
34,922,34,883,73,883,73,922,0.7192648214158635
140,910,149,868,272,896,263,937,0.8772713132888262
3,919,3,866,37,866,37,919,0.6620128379328195
38,857,45,838,81,850,75,869,0.5413804809548386
25,837,38,790,102,807,89,855,0.7844246719273802
36,771,36,723,67,723,67,771,0.532738196428376
707,305,707,284,734,284,734,305,0.6033452577519078
87,311,89,268,249,276,247,319,0.9106540509976854
725,284,784,270,790,292,731,307,0.6878037209584289
709,242,769,238,771,270,712,274,0.747923409844884
69,259,70,215,245,220,244,265,0.8343363343049311
652,231,815,210,818,231,655,252,0.8185944665883473
743,181,766,176,771,196,748,202,0.20606107309912192
747,181,747,144,769,144,769,181,0.17123962560804878
