3,227,52,227,52,236,3,237,0.7774404376430094
57,235,57,228,67,228,67,235,0.15564376361963508
285,236,285,225,310,225,310,236,0.3334435814544142
255,236,256,224,285,224,285,237,0.6703717856932326
4,216,38,215,38,224,4,224,0.875355678155415
41,215,74,214,74,224,41,224,0.6578460509224608
235,223,235,211,251,211,251,223,0.32065368113494336
289,221,289,211,310,212,310,222,0.46842304713431665
253,221,253,211,288,211,288,221,0.8406575401933933
1,213,1,185,38,185,38,213,0.9152153843235474
4,178,4,169,28,170,28,179,0.6430801324729049
121,124,199,121,199,128,121,131,0.9753164260056618
123,77,197,68,200,94,126,103,0.93292100794982
104,45,197,31,202,62,109,76,0.955571637747863
230,2,230,0,242,0,242,2,0.1432343905513314
