56,330,66,330,66,334,56,334,0.14130820085007983
81,271,115,257,120,268,86,283,0.8061384155952721
44,154,44,146,85,146,85,154,0.8180545148284256
27,145,42,144,43,156,29,157,0.7675695082101855
33,135,59,134,60,143,33,143,0.7978523621379385
63,135,100,134,100,140,64,141,0.8334325952300636
59,129,59,112,99,112,99,129,0.8813672381751522
6,128,7,111,42,113,41,130,0.8984411784968639
26,99,72,98,72,105,26,107,0.7487178734509289
4,81,4,68,41,68,41,81,0.8886761783986226
3,66,3,54,35,54,35,66,0.911653700638117
4,51,4,38,50,38,50,51,0.912596539362202
