81,234,106,232,107,241,82,243,0.8047585005432865
78,225,101,223,102,233,78,234,0.7907651861144933
102,222,125,220,126,229,103,231,0.767514327870699
87,214,126,210,127,219,88,223,0.8699544539645904
16,204,77,190,84,221,23,236,0.9197043432307156
13,152,181,133,186,174,18,193,0.9237786088235017
10,97,189,81,193,122,14,138,0.91250836489806
147,60,147,55,159,55,159,60,0.22472213997134885
163,61,163,54,177,54,177,61,0.4240835246609718
111,49,132,49,132,67,111,67,0.9222862089845146
-2,56,-2,44,8,44,8,56,0.1964509898982302
110,30,133,29,133,48,111,49,0.882301598492462
120,17,183,15,183,24,120,25,0.6302409826938482
