185,330,185,323,196,323,196,330,0.2304777018725872
103,331,103,314,148,314,148,331,0.7976215442527057
45,329,45,315,102,316,102,330,0.8763984376558049
10,314,43,313,44,330,10,331,0.8555020105459265
119,312,119,298,178,300,178,313,0.8769214738567825
70,313,70,297,116,298,116,313,0.844508863488223
11,312,11,297,38,297,37,313,0.7880709327963049
39,296,70,295,71,313,40,314,0.8302298338612519
67,282,67,271,123,271,123,282,0.8773623722494456
39,269,65,269,66,284,40,284,0.7952218473489795
17,283,18,268,40,269,39,284,0.739843593083764
12,262,12,248,53,248,53,262,0.7529673679676249
116,260,116,249,150,250,150,262,0.7631284071135402
54,249,96,248,96,260,54,261,0.7727014271707533
94,260,95,247,117,248,117,261,0.7786851879741465
86,239,86,229,153,231,153,241,0.8948469998784242
55,240,55,228,83,228,83,240,0.850312122932612
12,228,38,227,38,240,12,241,0.846730887532827
38,241,38,227,54,227,54,241,0.7284254678467541
133,223,133,214,195,215,195,224,0.8146422041458532
83,214,131,213,131,223,83,224,0.808435161501475
14,223,14,214,68,214,68,223,0.8236454553215387
44,199,70,198,70,208,44,209,0.8533669260452316
72,209,72,197,115,197,115,209,0.8035939860258784
13,209,13,196,42,196,42,209,0.8397578366065972
51,177,104,176,104,184,51,185,0.7895416196961288
14,186,14,174,47,174,47,186,0.8216154457982386
238,173,239,158,265,160,264,175,0.8010558396157736
114,169,114,158,179,159,179,169,0.825104740329371
183,172,183,157,215,157,215,172,0.8455042683087417
16,167,16,159,107,159,107,167,0.8879364664125335
217,173,219,156,239,158,237,175,0.753462780897434
112,150,112,121,294,122,294,151,0.8654131396626508
14,118,100,118,100,152,14,153,0.9168472961717341
115,101,213,100,213,109,115,110,0.9037929580515722
15,109,15,99,109,99,109,109,0.8653876458774552
269,103,269,95,338,95,338,103,0.783832573924194
88,75,88,58,156,59,156,76,0.8999658229663982
39,75,39,58,84,58,84,75,0.8948056773338482
215,37,215,27,268,27,268,37,0.865562709812263
132,12,206,11,206,37,133,38,0.9410370616381988
51,11,125,10,126,37,51,38,0.927054254555857
262,24,262,11,303,12,303,24,0.8532789500924828
213,24,213,11,259,11,259,24,0.8074447698835394
