119,400,126,397,128,402,122,405,0.17981913713651282
90,406,91,396,112,397,112,407,0.45061462508454664
94,385,94,372,143,374,142,387,0.8631985667660751
65,374,91,370,93,387,68,391,0.8271560576057497
68,231,139,230,139,258,68,259,0.9019952670975249
51,226,51,208,145,208,145,226,0.8809949897961344
60,192,93,185,95,194,62,201,0.7988388690958049
57,181,94,176,95,186,58,191,0.7876911062451811
52,114,99,112,99,120,52,122,0.8352139026293659
102,122,102,110,133,111,133,123,0.7934384260323136
41,97,109,96,109,108,41,109,0.795388672724295
