177,519,177,505,244,505,244,519,0.6764944380648001
99,510,99,497,138,497,138,510,0.8231312284047531
61,509,61,498,96,498,96,509,0.8476302025961542
41,467,41,458,139,459,139,468,0.853827025665053
184,458,235,457,235,464,184,465,0.8250490273840678
184,446,236,445,236,455,184,456,0.8025105663901675
81,455,81,435,143,436,142,456,0.8369165845931723
34,456,35,430,84,430,84,457,0.8394899296745623
153,400,194,398,195,415,154,417,0.8650799821028459
70,413,71,396,150,400,149,416,0.8637373624319403
58,348,215,348,215,380,58,380,0.9084663548660535
152,286,209,284,209,307,153,309,0.8651548790348541
209,309,209,283,251,284,250,309,0.8686412187120377
46,286,87,285,87,300,46,302,0.799353503613063
